movie_facebook_likes,imdb_score,budget,genres 1,genres 2,content_rating,received_academy_award
-0.5090161713554089,-0.33057026285976415,3.649383215229107,Action,Comedy,PG-13,false
0.522893364067804,1.7737617620308397,3.649383215229107,Action,Adventure,PG-13,false
0.9356571782370892,0.2883509209315898,0.1596601739863999,Action,Crime,PG-13,false
-0.5090161713554089,-0.45435449961803565,3.649383215229107,Action,Drama,PG-13,false
0.6260843176101253,0.16456668417331835,3.649383215229107,Action,Adventure,PG-13,false
-0.3026342642707663,-0.45435449961803565,3.649383215229107,Action,Adventure,PG-13,false
-0.3026342642707663,-0.45435449961803565,2.2808643755260847,Comedy,Crime,PG-13,false
-0.5090161713554089,1.5261932885142977,3.649383215229107,Action,Drama,R,false
0.006938596356197565,1.0310563414812142,3.6151702442365314,Action,Adventure,PG-13,false
1.967566713660302,-1.19705992016766,3.649383215229107,Action,Adventure,PG-13,false
-0.5090161713554089,-1.815981103959014,3.478318360266229,Action,Adventure,PG-13,false
1.3484209924063744,1.5261932885142977,3.3072535053033514,Action,Drama,R,false
-0.5090161713554089,0.16456668417331835,3.649383215229107,Action,Crime,R,false
-0.5090161713554089,-0.9494914466511182,3.5467443022513803,Action,Sci-Fi,PG-13,false
3.825003877422085,-0.8257072098928478,3.3072535053033514,Action,Adventure,PG-13,false
-0.5090161713554089,-0.578138736376306,3.3072535053033514,Action,Adventure,PG-13,false
-0.5090161713554089,-0.08300178934322236,3.5467443022513803,Action,Adventure,PG-13,false
4.23776769159137,0.5359193944481316,3.649383215229107,Action,Adventure,PG-13,false
-0.3026342642707663,-0.08300178934322236,3.478318360266229,Action,Adventure,PG-13,false
-0.5090161713554089,-0.7019229731345763,3.478318360266229,Animation,Comedy,PG,false
2.2771395742872658,0.4121351576898602,3.649383215229107,Adventure,Family,PG,false
0.8324662246947678,0.040782447415048,3.478318360266229,Adventure,Animation,PG,false
2.1739486207449445,0.9072721047229438,3.478318360266229,Adventure,Animation,PG,false
0.6260843176101253,0.2883509209315898,3.3756794472885026,Adventure,Animation,PG,false
0.11012954989851885,1.4024090517560264,3.3072535053033514,Action,Adventure,PG,false
2.1739486207449445,0.2883509209315898,3.478318360266229,Adventure,Animation,PG,false
-0.5090161713554089,0.040782447415048,3.3756794472885026,Adventure,Sci-Fi,PG-13,false
-0.5090161713554089,0.16456668417331835,3.3072535053033514,Action,Comedy,R,false
1.1420390853217317,0.2883509209315898,3.3072535053033514,Action,Adventure,PG,false
1.8643757601179807,-0.08300178934322236,2.62299408545184,Action,Crime,PG-13,false
4.031385784506727,1.1548405782394857,3.478318360266229,Action,Adventure,PG,false
0.6260843176101253,1.6499775252725681,3.3072535053033514,Adventure,Family,PG,false
-0.5090161713554089,0.16456668417331835,3.3072535053033514,Adventure,Drama,PG-13,false
3.309049109710479,-1.9397653407172843,3.3072535053033514,Action,Adventure,PG-13,false
-0.5090161713554089,0.040782447415048,3.2217210778219125,Adventure,Animation,PG,false
0.6260843176101253,-0.33057026285976415,3.204614592325625,Adventure,Comedy,PG,false
0.8324662246947678,1.0310563414812142,3.3072535053033514,Action,Animation,PG,false
1.1420390853217317,1.278624814997756,3.1361886503404737,Adventure,Family,PG,false
1.5548028994910168,-1.0732756834093895,3.3072535053033514,Action,Comedy,PG-13,false
-0.5090161713554089,0.16456668417331835,3.1361886503404737,Mystery,Thriller,PG-13,false
-0.5090161713554089,-0.08300178934322236,2.383503288503811,Adventure,Animation,G,false
-0.5090161713554089,1.278624814997756,2.62299408545184,Action,Adventure,PG-13,false
3.515431016795121,1.278624814997756,3.1361886503404737,Action,Adventure,PG-13,false
1.0388481317794105,-0.8257072098928478,3.1361886503404737,Action,Adventure,PG-13,false
-0.5090161713554089,1.278624814997756,1.08341039078594,Action,Sci-Fi,R,false
-0.5090161713554089,0.16456668417331835,1.7676698106374513,Action,Adventure,R,false
2.689903388456551,0.2883509209315898,3.1361886503404737,Action,Adventure,PG-13,false
-0.5090161713554089,-0.578138736376306,3.0677627083553225,Comedy,Family,PG,false
1.4516119459486956,-0.08300178934322236,3.1361886503404737,Action,Adventure,PG-13,false
-0.5090161713554089,-0.45435449961803565,3.1361886503404737,Action,Adventure,PG-13,false
-0.5090161713554089,-0.08300178934322236,3.649383215229107,Action,Adventure,PG-13,false
-0.5090161713554089,-1.0732756834093895,3.3072535053033514,Action,Adventure,PG,false
-0.5090161713554089,-1.5684126304424721,2.62299408545184,Action,Fantasy,PG-13,false
2.689903388456551,0.7834878679646723,2.965123795377596,Action,Thriller,PG-13,false
-0.5090161713554089,-2.063549577475556,2.965123795377596,Action,Adventure,PG-13,false
-0.46165152367948337,-1.3208441569259304,2.965123795377596,Adventure,Animation,PG,false
-0.5090161713554089,-0.45435449961803565,2.965123795377596,Action,Family,PG,false
-0.5090161713554089,-1.4446283936842017,2.965123795377596,Comedy,Drama,PG-13,false
0.6260843176101253,-0.20678602610149383,2.862484882399869,Action,Comedy,PG-13,false
0.522893364067804,1.4024090517560264,2.725632998429567,Action,Adventure,PG-13,false
-0.5090161713554089,0.2883509209315898,2.794058940414718,Action,Adventure,PG,false
0.8324662246947678,0.040782447415048,2.794058940414718,Action,Adventure,PG,false
2.380330527829587,1.0310563414812142,3.478318360266229,Adventure,Animation,PG,false
-0.5090161713554089,-0.578138736376306,2.794058940414718,Action,Drama,R,false
1.1420390853217317,-0.45435449961803565,2.794058940414718,Action,Adventure,PG-13,false
-0.5090161713554089,-0.8257072098928478,2.8282719114072936,Action,Adventure,PG-13,false
-0.199443310728445,-0.08300178934322236,2.62299408545184,Action,Adventure,PG,false
-0.5090161713554089,0.040782447415048,2.62299408545184,Action,Adventure,PG-13,false
-0.09625235718612372,0.7834878679646723,2.62299408545184,Action,Drama,R,false
-0.5090161713554089,-0.08300178934322236,2.62299408545184,Crime,Thriller,PG-13,false
-0.5090161713554089,0.040782447415048,2.965123795377596,Action,Comedy,PG-13,false
2.2771395742872658,-0.20678602610149383,2.62299408545184,Adventure,Sci-Fi,PG-13,false
-0.5090161713554089,1.278624814997756,2.62299408545184,Biography,Drama,PG-13,false
-0.5090161713554089,-1.9397653407172843,2.6914200274369913,Adventure,Comedy,PG,false
0.9356571782370892,-0.8257072098928478,2.965123795377596,Action,Comedy,PG-13,false
2.689903388456551,-1.19705992016766,2.62299408545184,Adventure,Animation,PG,false
-0.4776461214785432,-1.3208441569259304,2.62299408545184,Animation,Comedy,PG,false
0.7292752711524466,-0.8257072098928478,2.62299408545184,Action,Adventure,PG-13,false
3.2058581561681576,0.7834878679646723,2.62299408545184,Action,Drama,PG-13,false
-0.5090161713554089,-1.3208441569259304,2.4519292304889624,Adventure,Animation,PG,false
-0.5090161713554089,0.9072721047229438,2.62299408545184,Action,Adventure,PG-13,false
-0.5090161713554089,-0.8257072098928478,2.62299408545184,Action,Adventure,PG,false
0,6.8,107000000,,,R,
-0.5090161713554089,0.7834878679646723,2.965123795377596,Action,Mystery,PG-13,false
-0.5090161713554089,0.9072721047229438,3.3072535053033514,Action,Adventure,R,false
-0.5090161713554089,-0.7019229731345763,3.409892418281078,Adventure,Comedy,PG,false
0.006938596356197565,0.7834878679646723,2.4519292304889624,Animation,Family,G,false
-0.5090161713554089,0.5359193944481316,3.170401621333049,Action,Adventure,PG-13,false
-0.5090161713554089,0.040782447415048,1.938734665600329,Action,Crime,PG-13,false
-0.5090161713554089,1.5261932885142977,2.349290317511236,Action,Mystery,PG-13,false
-0.5090161713554089,1.1548405782394857,2.2808643755260847,Adventure,Family,PG,false
-0.5090161713554089,-0.9494914466511182,2.2808643755260847,Action,Adventure,PG-13,false
-0.5090161713554089,0.659703631206402,2.2808643755260847,Biography,Crime,R,false
-0.5090161713554089,1.6499775252725681,2.2808643755260847,Biography,Crime,R,false
-0.5090161713554089,0.9072721047229438,2.794058940414718,Action,Comedy,R,false
-0.5090161713554089,-0.08300178934322236,2.2808643755260847,Action,Crime,R,false
