title,description,location,currency,category,amount_funded,project_goal,number_backers,"Atlanta, GA","Austin, TX","Boston, MA","Brooklyn, NY","Cambridge, MA","Chicago, IL","Dallas, TX","Las Vegas, NV","London, UK","Los Angeles, CA","Melbourne, AU","Montreal, Canada","Nashville, TN","New York, NY","Oakland, CA","Palo Alto, CA","Paris, France","Philadelphia, PA","Portland, OR","Provo, UT","Salt Lake City, UT","San Diego, CA","San Francisco, CA","San Jose, CA","Seattle, WA","St. Louis, MO","Tokyo, Japan","Toronto, Canada","Vancouver, Canada","Washington, DC",other_loc,aud,cad,chf,dkk,eur,gbp,nzd,sek,usd,3D Printing,Animation,Anthologies,Apparel,Art Books,Camera Equipment,Comics,DIY Electronics,Design,Documentary,Fashion,Film &amp; Video,Food,Gadgets,Games,Graphic Design,Hardware,Music,Narrative Film,Nonfiction,Playing Cards,Product Design,Software,Sound,Tabletop Games,Technology,Video Games,Wearables,Webcomics,Webseries,other_categ
Flash Point: Fire Rescue - Extreme Danger, Thank you for making Flash Point: Fire Rescue even bigger and better -  the Extreme Danger & Dangerous Water expansions are being made! ,"San Francisco, CA",usd,Tabletop Games,0.530574723724,-0.142818193631,0.537447448167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HATOFUL BOYFRIEND OFFICIAL PLUSH PROJECT!, HATO MOA x ERICK SCARECROW present limited edition plush based on the best selling video game title. ,"Las Vegas, NV",usd,Product Design,0.0487571835543,-0.470101551023,0.534538693387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mBot: $49 educational robot for each kid," ONE ROBOT PER KID. mBot is the easiest educational robot for kids to learn programming, Arduino and robotics. ",other_loc,usd,other_categ,2.11793251017,-0.797384908415,0.531629938607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
An EPIC 5-disc FF6 Fan Album from OC ReMix... Take Two!," An AMAZINGLY EPIC, unofficial fan arrangement album inspired by Final Fantasy 6, from OC ReMix! 5 Discs of awesome! We're BACK! ",other_loc,usd,Video Games,0.175723412798,-0.142818193631,0.527266806437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ra: World's First Strap Light!," SUPER-BRIGHT, FLEXIBLE light that attaches virtually anywhere. Keep high adventure alive after dark. SEE and BE SEEN! ","Salt Lake City, UT",usd,Product Design,2.41092130119,-1.12466826581,0.517086164707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mistfall - Legendary adventures for 1-4 fearless heroes," Legendary heroes, vile monsters and true fellowship await in the perilous fantasy world of Mistfall! ",other_loc,usd,Tabletop Games,-0.108396305346,-0.862841579894,0.498179258637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WeBuyBlack.com Expanding To Include Service-Based Businesses," After countless pleas from our community, WeBuyBlack will now expand to include Black Owned Service-Based Businesses. ","Atlanta, GA",usd,other_categ,-0.949514425557,2.4754486655,0.495270503857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Ultimate American Sock: Made from Bison Wool," Softer than cashmere and warmer than wool, we created a sock from Bison down that will keep your feet warm and dry all winter long. ","Philadelphia, PA",usd,other_categ,-0.0249946084616,-1.12466826581,0.485089862128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SETA Smartphone Stand for iPhone, Galaxy +"," SETA: a universal, timeless and affordable smartphone stand that securely suspends your device and holds your charging cable. ",other_loc,usd,Product Design,-0.744273471786,-0.797384908415,0.480726729958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Bear - A first time parent's journey., The Bear is a series of humourous and endearing paintings that detail the bond that forms between a first time parent and their child. ,"Montreal, Canada",usd,other_categ,-0.1172064475,-0.306459872327,0.470546088228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Go Get A Roomie! Book One," A comic about love, girls and beer. 175 full pages of comics made by Chloe over the last year put into color print for the first time. ","Boston, MA",usd,Comics,-0.695434640277,-0.797384908415,0.469091710838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAW: A Hannibal/Will Fanthology," An anthology tribute to the relationship between Will Graham & Hannibal Lecter, featuring over 200 pages of art, comics, and fiction. ","Brooklyn, NY",usd,Anthologies,-0.658602942307,-1.05921159433,0.464728578668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Taylor & The Perfect Foil. New album. Really.," Twenty years after Steve Taylor's last studio album, he's taking a sabbatical from filmmaking to record all new music with a new band. ","Nashville, TN",usd,other_categ,-0.302145769349,0.511748521153,0.464728578668,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Twokinds Book Printing Drive," Help us publish the first two volumes of Twokinds into high quality books, along with premium hardcover editions! ",other_loc,usd,Comics,0.822178642895,-0.470101551023,0.460365446498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE YOUNG PROTECTORS Vol 1," Get the book, trading cards & more for The Young Protectors  _  _  _a smart superhero tale featuring a hero who just happens to like other guys ","San Francisco, CA",usd,Comics,-0.118827042211,-1.19012493729,0.458911069108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultra-high capacity battery for mobile devices.," Small form factor ultra-high capacity battery that can re-charge any device that normally would charge from USB. No Outlet, No Problem! ",other_loc,usd,Hardware,0.0414055766394,-0.470101551023,0.457456691718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worlds of the Cypher System, Explore all new worlds and play in any genre with the award-winning roleplaying game system behind Numenera and The Strange. ,"Seattle, WA",usd,Tabletop Games,2.39736723634,-0.142818193631,0.450184804768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Disciple Album 2014, We are enlisting our fans & friends to help us create the best Disciple album to date. Pre-order the record & join us in our mission! ,"Nashville, TN",usd,other_categ,-0.38089193961,0.839031878545,0.447276049988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mythos Tales, Macabre detection in the worlds of H.P. Lovecraft! A cooperative or competitive game of deduction for 1-8 players set in iconic Arkham. ,other_loc,usd,Tabletop Games,-0.373466669299,-0.470101551023,0.444367295208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SMBC Theater Goes TO SPACE!," The creators of SMBC Comics and SMBC Theater are making a brand new webseries with dirty jokes, spaceships, and EXPLOSIONS! ","Los Angeles, CA",usd,Webseries,-0.954494071122,-1.12466826581,0.442912917818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WUJU, from Sunrise to Sunset. Hot Sauce at a New Standard."," WUJU's habanero, mango, agave nectar, and rich spices blend Thai style flavors with perfect, wholesome heat and sweetness. www.wujuhotsauce.com ","Philadelphia, PA",usd,Food,-1.18749139248,-1.12466826581,0.440004163038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impress Coffee Brewer, A one-cup-at-a-time coffee maker & to-go cup that brews  delicious full-bodied coffee and stays hot forever without getting bitter. ,other_loc,usd,Product Design,-0.155806066973,1.16631523594,0.440004163038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GOBAG - A Carry-On Bag For Any Adventure, A carry-on duffel bag with a killer feature: a vacuum compression system that can compact your soft gear for any adventure. ,"London, UK",gbp,Product Design,2.30599516001,0.839031878545,0.432732276089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LIGHTORS: The world's first Micro USB Batteries!," ""Not all batteries are created equal"" Eco-friendly micro-USB rechargeable that can be reused over 500 times. ",other_loc,usd,Hardware,-1.06864286947,-1.12466826581,0.426914766529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FreezTHAT! Frozen Treats in a Flash!," Designed to freeze in just 10 minutes. Make popsicle bites, iced coffee cubes, and more   _  _  _ without the wait. ",other_loc,usd,Product Design,-0.349643927052,-1.12466826581,0.426914766529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ONE80 Light -The Headlamp Reinvented. Full 180\xb0 illumination, Revolutionary head and belt lamps. Full peripheral vision. Simulates daylight - eliminates tunnel vision. For the active lifestyle. ,"Las Vegas, NV",usd,Product Design,0.235803278527,-1.12466826581,0.425460389139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Scoville - The HOTTEST farming euro game ever!," What is better than a game about farming?  A game about pepper farming, because it is so HOT! ",other_loc,usd,Tabletop Games,-0.526008829614,0.511748521153,0.418188502189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
imitone: mind to melody, imitone is a new technology that lets you play any instrument with your voice. ,other_loc,usd,Technology,-0.754144366842,-0.797384908415,0.416734124799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Decibullz - The First Wireless Custom Molded Earbuds," Bluetooth earphones that are easily and quickly molded to the exact shape of your unique ears. Comfortable, secure and noise isolating. ",other_loc,usd,Product Design,1.65058246097,1.16631523594,0.410916615239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kittyo: Play With Your Cat. Even When You're Not Home., Introducing Kittyo   _  _  _ the only product of its kind that lets you remotely interact with your cat like never before. ,"New York, NY",usd,Product Design,1.90712260367,-0.142818193631,0.405099105679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brik Tile | Lego\u2122 Compatible Wall Tiles," Make your walls Lego    compatible in seconds! Reuse multiple times. Build pixel art, shelves, organizers and more! Pre-Order now to save! ",other_loc,usd,Product Design,0.58726607324,-0.142818193631,0.403644728289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New Beginnings! - Korey Coleman's new website project!," Over the years we've created great content and a great community. Now I'm on my own, and I want to recreate that experience for you. ","Austin, TX",usd,Webseries,-0.11558585279,-0.142818193631,0.403644728289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Character Meeples!, Upgrade your board games by replacing boring pawns with amazing Character Meeples. We have 150 designs to choose from! ,other_loc,usd,Tabletop Games,0.375424879194,-1.12466826581,0.400735973509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cabin - The Easiest Way to Recharge your iPhone, Cabin is the slim aluminum portable battery for iPhone that attaches magnetically for an unobtrusive and simple recharging experience. ,other_loc,usd,Product Design,0.690276966124,1.16631523594,0.400735973509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ukiyo-e Heroes," A parody art project, commenting on the ancient origins of modern Japanese game culture.  _  _  _ _  _  __  __  _  _  _    _  _  _  _ ","Provo, UT",usd,other_categ,2.52865014058,-1.42576895461,0.400735973509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ainste\u2122 - The new style of the modern wallet.," A new style of wallets like never before. With Ainste wallets, you will experience a different and creative twist to ordinary things. ","Seattle, WA",usd,Product Design,-0.809671834703,-1.12466826581,0.397827218729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Freaker USA\u2014Making You & Your Beverage Cooler!, Freaker USA is a NC based company that will change the relationship between you and your beverages  _  __ forever! ,other_loc,usd,Product Design,-1.16293201628,1.06813022872,0.392009709169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Flo: the contact-free smart thermometer," Non-Contact, Accurate and Fast. Will not wake up sleeping baby and leave the phone behind. Checks food and milk temperature too ","Los Angeles, CA",usd,Hardware,-0.728023326642,-0.797384908415,0.389100954389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minimalist\u2122 by CAPSULE\u2122: The Definitive Essentials Wallet, A re-imagined super-thin card-case style wallet crafted for the design conscious minimalist. ,"Los Angeles, CA",usd,Product Design,-0.366895894381,-1.02648325859,0.389100954389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NANOTIPS - The best touchscreen gloves, Make all your gloves touchscreen compatible. ,"Vancouver, Canada",cad,Product Design,-1.02498994104,-1.41922328746,0.387646576999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FASHIONPEDIA - The Ultimate Fashion Bible," A visual fashion dictionary with extensive information and easy-to-read layout in a compact size. Mini, but mighty. ",other_loc,usd,other_categ,0.210860852662,-0.797384908415,0.37455718049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Air Strap: A Camera Strap\xa0That Does More With Less," Carry your camera with ease. This breathable strap is a lightweight, versatile and comfortable alternative to traditional straps. ","San Francisco, CA",usd,Product Design,-0.142649784458,-1.12466826581,0.36292216137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
From Bedrooms to Billions: The Amiga Years!, How the Commodore Amiga helped influence a generation of Developers to take Video Gaming to a whole new level! ,"London, UK",gbp,Documentary,-0.683692694965,1.16631523594,0.36146778398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talkase: the must-have accessory for a mobile lifestyle., Talkase is a sleek and slim mini GSM mobile phone. It's the back-up phone you always wanted and the travel companion you always needed. ,"San Jose, CA",usd,Gadgets,-0.158826266207,1.82088195072,0.3585590292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammany Hall," Tammany Hall is a board game of backstabbing, corruption, temporary alliances and taking power at all costs. ","Austin, TX",usd,Tabletop Games,0.144048152543,0.184465163761,0.35710465181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pinball Arcade: Doctor Who, Help us bring the Doctor Who  _  _ pinball table to game consoles and mobile devices for a whole new generation to enjoy! ,other_loc,usd,Video Games,-1.04272808678,1.45196815027,0.35274151964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pathfinder & Q-workshop Metal RPG Dice Set, Q-workshop presents the most unique metal dice set on Earth  _  _  _ an all new and very special accessory for your Pathfinder game sessions! ,"New York, NY",usd,Tabletop Games,2.32448467239,1.16631523594,0.34983276486,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Back in Time - A Back to the Future Documentary," Cast, crew, and fans explore the classic time-travel trilogy's resonance throughout our culture 30 years after Marty went Back in Time. ","New York, NY",usd,Documentary,0.0280725019742,1.16631523594,0.3440152553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fields of Green, Building a farm has never been so pleasant! ,other_loc,usd,Tabletop Games,-0.0364860982284,-0.797384908415,0.34256087791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fishbone Charging Station \u2013 Tidy Up and Charge Up!," Compact, organized and smart Fishbone Charging Station designed for your home and office! ",other_loc,usd,Technology,-0.341054775085,-0.142818193631,0.33819774574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Woolfe - The Red Hood Diaries," A cinematic fairy tale platformer for PC, full of drama and dark twists. Step into the boots of a vengeful Red Riding Hood. ",other_loc,usd,Video Games,-1.02490154496,1.16631523594,0.33674336835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GRAYL Ultralight \u2013 World's Best Purifier [+Filter] Bottle," Purification and filtration in [ONE PRESS]. The GRAYL Ultralight makes safe, clean purified drinking water   _  _  _ anywhere in the world! ","Seattle, WA",usd,Product Design,1.18958219649,-0.470101551023,0.33674336835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHAINMAIL BIKINI: The Anthology of Women Gamers," CHAINMAIL BIKINI is a comics anthology celebrating female gamers! Video games, RPGs, LARPing, and more. ",other_loc,usd,Anthologies,-1.0943219293,-1.25558160876,0.33238023618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art of Brom," This Brom hardcover art book will be the largest, most comprehensive retrospective ever published on this renowned dark fantasy artist. ","San Jose, CA",usd,Art Books,1.37917704496,-1.32103828024,0.33092585879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOS Reach - Power Everywhere, Beautiful design and high-end components come together for the most elegant and flexible power solution in existence. ,other_loc,usd,Product Design,0.00305641271265,1.16631523594,0.319290839671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
